"Title: Snap commits $2B over 5 years for Google Cloud infrastructure
, URL: https://techcrunch.com/2017/02/02/snap-commits-2-billion-over-5-years-for-google-cloud-infrastructure/
, Author: samaysharma

"
"Title: How automakers can drive electrified vehicle sales and profitability
, URL: http://www.mckinsey.com/industries/automotive-and-assembly/our-insights/electrifying-insights-how-automakers-can-drive-electrified-vehicle-sales-and-profitability
, Author: basitmakine

"
"Title: SQLITE: The JSON1 Extension
, URL: https://www.sqlite.org/json1.html
, Author: ashish01

"
"Title: 'Expanse' Co-Creator on Writing, Star Citizen, and Why He Hated Mass Effect 3
, URL: http://www.glixel.com/interviews/expanse-writer-franck-on-star-citizen-mass-effect-3-w464385
, Author: photon-torpedo

"
"Title: Snap Inc. S-1
, URL: https://www.sec.gov/Archives/edgar/data/1564408/000119312517029199/d270216ds1.htm
, Author: harryh

"
"Title: To Live Your Best Life, Do Mathematics
, URL: https://www.quantamagazine.org/20170202-math-and-the-best-life-francis-su-interview/
, Author: digital55

"
"Title: Online migrations at scale
, URL: https://stripe.com/blog/online-migrations
, Author: hepha1979

"
"Title: How to use Deep Learning when you have Limited Data
, URL: https://medium.com/nanonets/nanonets-how-to-use-deep-learning-when-you-have-limited-data-f68c0b512cab#.sv478elrs
, Author: sarthakjain

"
"Title: Israel’s Tech Firms Do Business in Saudi Arabia Quietly
, URL: https://www.bloomberg.com/news/features/2017-02-02/how-do-israel-s-tech-firms-do-business-in-saudi-arabia-very-quietly
, Author: gavman

"
"Title: Circuit building: stop using antique parts (2014)
, URL: http://sensitiveresearch.com/elec/DoNotTIP/index.html
, Author: 6581

"
"Title: Show HN: Posters of Your GitHub Contributions
, URL: https://commitprint.com/
, Author: aarondf

"
"Title: Congressional Investigators Warn of SpaceX Rocket Defects
, URL: https://www.wsj.com/articles/congressional-investigators-warn-of-spacex-rocket-defects-1486067874
, Author: fmihaila

"
"Title: Mozilla gives up on Firefox OS, lays off 50
, URL: https://arstechnica.com/gadgets/2017/02/mozilla-ends-firefox-os-connected-device-ambitions-lays-off-50
, Author: flukus

"
"Title: JSMpeg – Decode It Like It's 1999
, URL: http://jsmpeg.com/
, Author: phoboslab

"
"Title: Announcing Rust 1.15
, URL: https://blog.rust-lang.org/2017/02/02/Rust-1.15.html
, Author: steveklabnik

"
"Title: Git-scm.com status report
, URL: http://marc.info/?l=git&m=148600283715424&w=2
, Author: cnst

"
"Title: ‘Abusing’ the C switch statement – beauty is in the eye of the beholder
, URL: https://blog.feabhas.com/2017/02/abusing-c-switch-statement-beauty-eye-beholder/
, Author: ingve

"
"Title: Impraise (YC S14) Is Hiring a Front-End Developer in Beautiful Amsterdam
, URL: http://jobs.impraise.com/o/front-end-developer-a19c22bf-6ed6-4363-ad11-1deb7484d379
, Author: No author

"
"Title: The richest families in Florence in 1427 are still richest families in Florence
, URL: https://qz.com/694340/the-richest-families-in-florence-in-1427-are-still-the-richest-families-in-florence/
, Author: SQL2219

"
"Title: Snapchat reportedly hit 160M daily users and $400M revenue in 2016
, URL: https://techcrunch.com/2017/02/02/snap-ipo/
, Author: prostoalex

"
"Title: Hacker News Highlights: January 2017
, URL: https://blog.ycombinator.com/hacker-news-highlights-january-2017/
, Author: craigcannon

"
"Title: Introducing PureScript Erlang back end
, URL: http://nwolverson.uk/devlog/2016/08/01/introducing-purescript-erlang.html
, Author: pka

"
"Title: Probabilistic Models of Cognition
, URL: https://probmods.org/
, Author: pizza

"
"Title: Launch HN: RankScience (YC W17) – Automated Split-Testing for SEO
, URL: https://www.rankscience.com
, Author: ryanb

"
"Title: The woes of Windows 10
, URL: http://www.economist.com/news/science-and-technology/21715831-why-so-many-pc-users-are-refusing-upgrade-windows-10-woes-windows-10
, Author: hourislate

"
"Title: Visual Studio Code 1.9
, URL: https://code.visualstudio.com/updates/v1_9
, Author: jrwiegand

"
"Title: Announcing gopass – A 'pass' compatible password manager for teams
, URL: https://www.justwatch.com/blog/post/announcing-gopass/
, Author: MetalMatze

"
"Title: LCFS: A New Container Filesystem for Modern Datacenters
, URL: https://portworx.com/lcfs-new-filesystem-modern-datacenter/
, Author: old-gregg

"
"Title: Why I replaced MIT with copyleft license for Nodemailer
, URL: https://blog.nodemailer.com/2017/02/02/nodemailer-v3-0-0/
, Author: andris9

"
"Title: A link between air pollution and Alzheimer’s disease
, URL: http://www.latimes.com/science/sciencenow/la-sci-sn-air-pollution-alzheimers-20170131-story.html
, Author: ozdave

"
